formula,Temperature,zt
 Mn34.6W1.8Si63.6,350,0.127877962
 Mn34.6W1.8Si63.6,400,0.174547526
 Mn34.6W1.8Si63.6,450,0.223062094
 Mn34.6W1.8Si63.6,500,0.27272003
 Mn34.6W1.8Si63.6,550,0.325686948
 Mn34.6W1.8Si63.6,600,0.383361559
 Mn34.6W1.8Si63.6,650,0.442741524
 Pb5Bi6Se14,400,0.060077253
 Pb5Bi6Se14,450,0.094968518
 Pb5Bi6Se14,500,0.144008203
 Pb5Bi6Se14,550,0.202790025
 Pb5Bi6Se14,600,0.267120347
 Pb5Bi6Se14,650,0.338541538
 Pb5Bi6Se14,700,0.429855313
 ReSi1.7125Al0.05,350,0.054076425
 ReSi1.7125Al0.05,400,0.068884297
 ReSi1.7125Al0.05,450,0.081969711
 ReSi1.7125Al0.05,500,0.090927866
 ReSi1.7125Al0.05,550,0.094754898
 ReSi1.7125Al0.05,600,0.093537204
 ReSi1.7125Al0.05,650,0.088140761
 ReSi1.7125Al0.05,700,0.079900456
 ReSi1.7125Al0.05,750,0.070309404
 ReSi1.7125Al0.05,800,0.060708269
 ReSi1.7125Al0.05,850,0.051974592
 ReSi1.7125Al0.05,900,0.044212112
 ReSi1.7125Al0.05,950,0.036440086
 Zr0.5Hf0.5Ni0.8Pd0.2Sn0.99Sb0.01,350,0.139076497
 Zr0.5Hf0.5Ni0.8Pd0.2Sn0.99Sb0.01,400,0.194720527
 Zr0.5Hf0.5Ni0.8Pd0.2Sn0.99Sb0.01,450,0.25707106
 Zr0.5Hf0.5Ni0.8Pd0.2Sn0.99Sb0.01,500,0.322431335
 Zr0.5Hf0.5Ni0.8Pd0.2Sn0.99Sb0.01,550,0.386811891
 Zr0.5Hf0.5Ni0.8Pd0.2Sn0.99Sb0.01,600,0.446067485
 Zr0.5Hf0.5Ni0.8Pd0.2Sn0.99Sb0.01,650,0.496034024
 Zr0.5Hf0.5Ni0.8Pd0.2Sn0.99Sb0.01,700,0.532665476
 Zr0.5Hf0.5Ni0.8Pd0.2Sn0.99Sb0.01,750,0.552170805
 Zr0.5Hf0.5Ni0.8Pd0.2Sn0.99Sb0.01,800,0.551150889
 Zr0.5Hf0.5Ni0.8Pd0.2Sn0.99Sb0.01,850,0.526735445
Ag0.005CdO,500,0.054425317
Ag0.005CdO,550,0.068650119
Ag0.005CdO,600,0.086003917
Ag0.005CdO,650,0.107246128
Ag0.005CdO,700,0.133025323
Ag0.005CdO,750,0.163889093
Ag0.005CdO,800,0.200293906
Ag0.005CdO,850,0.242614963
Ag0.005CdO,900,0.291156062
Ag0.005CdO,950,0.346159454
Ag0.01Sn0.99Se,550,0.224414955
Ag0.02TiS2,350,0.155594053
Ag0.02TiS2,400,0.185089313
Ag0.02TiS2,450,0.219679682
Ag0.02TiS2,500,0.262640544
Ag0.02TiS2,550,0.314238446
Ag0.02TiS2,600,0.370075377
Ag0.02TiS2,650,0.419433054
Ag0.02Zn4Sb3,350,0.217467049
Ag0.02Zn4Sb3,400,0.312726348
Ag0.02Zn4Sb3,450,0.38240218
Ag0.02Zn4Sb3,500,0.434351628
Ag0.02Zn4Sb3,550,0.49088729
Ag0.02Zn4Sb3,600,0.545950233
Ag0.03Sn0.97Se,350,0.102106808
Ag0.03Sn0.97Se,400,0.1328218
Ag0.03Sn0.97Se,450,0.152679197
Ag0.03Sn0.97Se,500,0.164409213
Ag0.03Sn0.97Se,550,0.177050552
Ag0.03Sn0.97Se,600,0.202298195
Ag0.03Sn0.97Se,650,0.250851176
Ag0.03Sn0.97Se,700,0.328760371
Ag0.05Sn0.95Se,350,0.079619395
Ag0.05Sn0.95Se,400,0.109322202
Ag0.05Sn0.95Se,650,0.166471731
Ag0.05Sn0.95Se,700,0.204879076
Ag0.05Ti0.94Nb0.06O2,500,0.024532552
Ag0.05Ti0.94Nb0.06O2,550,0.028098672
Ag0.05TiO2,450,0.011675478
Ag0.05TiO2,500,0.01435088
Ag0.05TiO2,550,0.016718866
Ag0.05TiS2,350,0.106694829
Ag0.05TiS2,400,0.132865356
Ag0.05TiS2,450,0.165512757
Ag0.05TiS2,500,0.207340106
Ag0.05TiS2,550,0.259100303
Ag0.05TiS2,600,0.318462231
Ag0.05TiS2,650,0.378876913
Ag0.05Y0.15Ca2.8Co4O9,350,0.020106435
Ag0.05Y0.15Ca2.8Co4O9,400,0.022664447
Ag0.05Y0.15Ca2.8Co4O9,450,0.026311501
Ag0.05Y0.15Ca2.8Co4O9,500,0.033203664
Ag0.05Y0.15Ca2.8Co4O9,550,0.043798424
Ag0.05Y0.15Ca2.8Co4O9,600,0.057334
Ag0.05Y0.15Ca2.8Co4O9,650,0.072308636
Ag0.05Y0.15Ca2.8Co4O9,700,0.08695991
Ag0.05Y0.15Ca2.8Co4O9,750,0.099744034
Ag0.05Y0.15Ca2.8Co4O9,800,0.109815158
Ag0.05Y0.15Ca2.8Co4O9,850,0.117504671
Ag0.05Y0.15Ca2.8Co4O9,900,0.124800506
Ag0.05Y0.15Ca2.8Co4O9,950,0.135826443
Ag0.07Sn0.93Se,350,0.046540209
Ag0.07Sn0.93Se,650,0.080292293
Ag0.07Sn0.93Se,700,0.105996014
Ag0.15Y0.15Ca2.8Co4O9,350,0.021085128
Ag0.15Y0.15Ca2.8Co4O9,400,0.023937991
Ag0.15Y0.15Ca2.8Co4O9,450,0.02727333
Ag0.15Y0.15Ca2.8Co4O9,500,0.032788457
Ag0.15Y0.15Ca2.8Co4O9,550,0.040905194
Ag0.15Y0.15Ca2.8Co4O9,600,0.051126379
Ag0.15Y0.15Ca2.8Co4O9,650,0.06239236
Ag0.15Y0.15Ca2.8Co4O9,700,0.073437506
Ag0.15Y0.15Ca2.8Co4O9,750,0.083146701
Ag0.15Y0.15Ca2.8Co4O9,800,0.090911847
Ag0.15Y0.15Ca2.8Co4O9,850,0.096988369
Ag0.15Y0.15Ca2.8Co4O9,900,0.102851713
Ag0.15Y0.15Ca2.8Co4O9,950,0.111553848
Ag0.1NaCo2O4,550,0.138168652
Ag0.1NaCo2O4,600,0.16988149
Ag0.1NaCo2O4,650,0.199861949
Ag0.1NaCo2O4,700,0.224912734
Ag0.1NaCo2O4,750,0.243214706
Ag0.1NaCo2O4,800,0.255008629
Ag0.1NaCo2O4,850,0.263276908
Ag0.1NaCo2O4,900,0.274425337
Ag0.1NaCo2O4,950,0.298964841
Ag0.1TiS2,350,0.062912295
Ag0.1TiS2,400,0.082496123
Ag0.1TiS2,450,0.117123299
Ag0.1TiS2,500,0.169223477
Ag0.1TiS2,550,0.236378184
Ag0.1TiS2,600,0.312428488
Ag0.1TiS2,650,0.388582667
Ag0.20TiO2,350,0.007470626
Ag0.20TiO2,400,0.009819761
Ag0.20TiO2,450,0.01243952
Ag0.20TiO2,500,0.015407599
Ag0.20TiO2,550,0.018702972
Ag0.20TiO2,600,0.022246624
Ag0.2Na1.2Co2O4,600,0.236093869
Ag0.2Na1.2Co2O4,650,0.269020271
Ag0.2Na1.2Co2O4,700,0.279872864
Ag0.2Na1.2Co2O4,750,0.296290494
Ag0.2Na1.2Co2O4,800,0.33422258
Ag0.2Na1.2Co2O4,850,0.395642753
Ag0.2Na1.2Co2O4,900,0.466262497
Ag0.2Na1.2Co2O4,950,0.513244789
Ag0.2NaCo2O4,550,0.151003178
Ag0.2NaCo2O4,600,0.188635703
Ag0.2NaCo2O4,650,0.218049168
Ag0.2NaCo2O4,700,0.236678805
Ag0.2NaCo2O4,750,0.244590501
Ag0.2NaCo2O4,800,0.24423654
Ag0.2NaCo2O4,850,0.240211352
Ag0.2NaCo2O4,900,0.239007253
Ag0.2NaCo2O4,950,0.248770194
Ag0.32Cu0.43In0.25,550,0.007213462
Ag0.366Sb0.558Te,400,0.451863504
Ag0.366Sb0.558Te,450,0.507399111
Ag0.366Sb0.558Te,500,0.543196869
Ag0.366Sb0.558Te,550,0.551659678
Ag0.4NaCo2O4,550,0.146475545
Ag0.4NaCo2O4,600,0.191229768
Ag0.4NaCo2O4,650,0.217987076
Ag0.4NaCo2O4,700,0.226292168
Ag0.4NaCo2O4,750,0.220645622
Ag0.4NaCo2O4,800,0.208429432
Ag0.4NaCo2O4,850,0.197832548
Ag0.4NaCo2O4,900,0.195776417
Ag0.4NaCo2O4,950,0.205840517
Ag0.4Pb20SbTe19,550,0.068169987
Ag0.4Pb20SbTe19,600,0.177712803
Ag0.4Pb20SbTe19,650,0.321057705
Ag0.4Pb22.5SbTe20,350,0.204674626
Ag0.4Pb22.5SbTe20,400,0.322373015
Ag0.4Pb22.5SbTe20,450,0.476429259
Ag0.4Pb22.5SbTe20,500,0.667222202
Ag0.4Pb22.5SbTe20,550,0.890169851
Ag0.4Pb22.5SbTe20,600,1.128174104
Ag0.4Pb22.5SbTe20,650,1.344065494
Ag0.6Cu0.4TlTe,350,0.208493026
Ag0.6Cu0.4TlTe,400,0.317297195
Ag0.6Cu0.4TlTe,450,0.401510058
Ag0.6Pb22.5SbTe20,350,0.185352953
Ag0.6Pb22.5SbTe20,500,0.637157
Ag0.6Pb22.5SbTe20,550,0.869520389
Ag0.6Pb22.5SbTe20,600,1.101895182
Ag0.6Pb22.5SbTe20,650,1.291178122
Ag0.7Cu0.3TlTe,350,0.143902782
Ag0.7Cu0.3TlTe,400,0.237880581
Ag0.7Cu0.3TlTe,450,0.33074833
Ag0.7Pb18Sb0.8Te20,400,0.215977025
Ag0.7Pb18Sb0.8Te20,450,0.325519389
Ag0.7Pb18Sb0.8Te20,500,0.466331819
Ag0.7Pb18Sb0.8Te20,550,0.634412732
Ag0.7Pb18Sb0.8Te20,600,0.830600838
Ag0.83Sb1.06Te2,350,0.656916131
Ag0.83Sb1.06Te2,400,0.810875427
Ag0.88Sb1.04Te2,350,0.537877241
Ag0.88Sb1.04Te2,400,0.672163441
Ag0.8Cu0.2TlTe,350,0.080140111
Ag0.8Cu0.2TlTe,450,0.225149372
Ag0.8Pb18SbTe10Se10,150,0.238165033
Ag0.8Pb18SbTe10Se10,200,0.358041616
Ag0.8Pb18SbTe10Se10,250,0.407180751
Ag0.8Pb18SbTe15Se5,150,0.261378079
Ag0.8Pb18SbTe15Se5,200,0.355964561
Ag0.8Pb18SbTe20,100,0.032591062
Ag0.8Pb18SbTe20,150,0.091301904
Ag0.8Pb18SbTe20,200,0.165697182
Ag0.8Pb18SbTe20,250,0.220617346
Ag0.8Pb18SbTe20,350,0.174268629
Ag0.8Pb18SbTe20,450,0.229075507
Ag0.8Pb18SbTe20,500,0.327270738
Ag0.8Pb18SbTe20,550,0.453109533
Ag0.8Pb18SbTe20,600,0.593669257
Ag0.8Pb18SbTe20,650,0.813735691
Ag0.8Pb18SbTe5Se15,200,0.031484352
Ag0.8Pb18SbTe5Se15,250,0.05049491
Ag0.8Pb22.5SbTe20,350,0.165492169
Ag0.8Pb22.5SbTe20,400,0.258020395
Ag0.8Pb22.5SbTe20,450,0.360795597
Ag0.8Pb22.5SbTe20,500,0.523017416
Ag0.8Pb22.5SbTe20,550,0.706534138
Ag0.8Pb22.5SbTe20,600,0.889391021
Ag0.8Pb22.5SbTe20,650,1.148752835
Ag0.8Pb23SbTe20,350,0.09475145
Ag0.8Pb23SbTe20,400,0.160000626
Ag0.8Pb23SbTe20,450,0.271508568
Ag0.8Pb23SbTe20,500,0.435686874
Ag0.8Pb23SbTe20,550,0.646981056
Ag0.8Pb23SbTe20,600,0.884594435
Ag0.8Pb23SbTe20,650,1.109212036
Ag0.95GaTe2,500,0.101231017
Ag0.95GaTe2,650,0.441254249
Ag0.95Pd0.05TlTe,350,0.082732828
Ag0.95Pd0.05TlTe,400,0.128089437
Ag0.95Pd0.05TlTe,450,0.203290902
Ag0.96Nb0.04BiSe2,400,0.126043555
Ag0.96Nb0.04BiSe2,450,0.185453235
Ag0.96Nb0.04BiSe2,650,0.746303106
Ag0.96Nb0.04BiSe2,700,0.803849871
Ag0.96Nb0.04BiSe2,750,0.898430167
Ag0.97InTe2,500,0.014225217
Ag0.98Cu0.02TlTe,350,0.054626868
Ag0.9Cu0.1TlTe,350,0.079727911
Ag0.9Cu0.1TlTe,400,0.152047584
Ag0.9Pb18SbTe20,350,0.126552775
Ag0.9Pb18SbTe20,400,0.13567418
Ag0.9Pb18SbTe20,450,0.163123607
Ag0.9Pb18SbTe20,500,0.213449269
Ag0.9Pb18SbTe20,550,0.263826447
Ag0.9Pb18SbTe20,600,0.321067671
Ag0.9Pb18SbTe20,650,0.478632899
Ag1.1Pb16Sb0.8Te23,400,0.231294914
Ag1.1Pb16Sb0.8Te23,450,0.189832393
Ag1.1Pb16Sb0.8Te23,500,0.13954014
Ag1.1Pb16Sb0.8Te23,550,0.162748287
Ag1.1Pb16Sb0.8Te23,600,0.242141831
Ag1.1Pb16Sb0.8Te23,650,0.310609676
Ag1.9Sn0.1Se,350,0.671195291
Ag1.9Sn0.1Se,450,0.114105964
Ag2.0006Se,350,0.338335205
Ag2.0006Se,450,0.084531603
Ag2.0006Se,500,0.10016254
Ag2.0006Se,550,0.153201208
Ag2.0006Se,600,0.168573788
Ag2.0006Se,650,0.162979457
Ag2.0027Se,350,0.364319945
Ag2.0027Se,450,0.036315324
Ag2.0027Se,500,0.043007715
Ag2.0027Se,550,0.086848393
Ag2.0027Se,600,0.092558745
Ag2.0027Se,650,0.078245444
Ag20Sb30Se10Te40,650,0.104623422
Ag20Sb30Se15Te35,650,0.089023466
Ag20Sb30Se20Te30,550,0.028019914
Ag20Sb30Se20Te30,600,0.052898106
Ag20Sb30Se5Te45,350,0.04930619
Ag20Sb30Se5Te45,400,0.068726662
Ag20Sb30Se5Te45,550,0.134943497
Ag20Sb30Se5Te45,600,0.205828874
Ag25Sb25Se10Te40,350,0.294417785
Ag25Sb25Se10Te40,400,0.445448767
Ag25Sb25Se10Te40,450,0.563177511
Ag25Sb25Se10Te40,500,0.683762218
Ag25Sb25Se10Te40,550,0.869027693
Ag25Sb25Se10Te40,600,1.132961576
Ag25Sb25Se15Te35,350,0.24216936
Ag25Sb25Se15Te35,400,0.356917244
Ag25Sb25Se15Te35,450,0.431158077
Ag25Sb25Se15Te35,500,0.467006067
Ag25Sb25Se15Te35,550,0.504863083
Ag25Sb25Se15Te35,600,0.574115704
Ag25Sb25Se15Te35,650,0.643832259
Ag25Sb25Se20Te30,350,0.115077192
Ag25Sb25Se20Te30,400,0.212353221
Ag25Sb25Se20Te30,450,0.356556801
Ag25Sb25Se20Te30,500,0.527551777
Ag25Sb25Se20Te30,550,0.687024421
Ag25Sb25Se20Te30,600,0.782046687
Ag25Sb25Se20Te30,650,0.748639468
Ag25Sb25Se25Te25,400,0.206747202
Ag25Sb25Se25Te25,450,0.312681853
Ag25Sb25Se5Te45,400,0.561400888
Ag25Sb25Se5Te45,450,0.764513601
Ag25Sb25Se5Te45,500,0.832068314
Ag25Sb25Se5Te45,550,0.785558204
Ag25Sb25Se5Te45,650,0.960303835
Ag2Se,350,0.52341662
Ag2Se,500,0.058747607
Ag2Se,550,0.074248711
Ag2Te,350,0.178050423
Ag2Te,400,0.197219265
Ag2Te,450,0.401161592
Ag2Te,500,0.435973726
Ag2Te,550,0.624250177
Ag2Te,600,0.625354579
Ag2Tl2Mo9Se11,300,0.015674204
Ag2Tl2Mo9Se11,550,0.296049171
Ag2Tl2Mo9Se11,600,0.372009991
Ag2Tl2Mo9Se11,650,0.443857806
Ag2Tl2Mo9Se11,700,0.50634634
Ag2Tl2Mo9Se11,750,0.554475439
Ag3.4Mo9Se11,350,0.073330272
Ag3.4Mo9Se11,400,0.098718166
Ag3.4Mo9Se11,450,0.141446358
Ag3.4Mo9Se11,500,0.178604139
Ag3.4Mo9Se11,550,0.219800034
Ag3.4Mo9Se11,600,0.247068117
Ag3.4Mo9Se11,650,0.308751379
Ag3.4Mo9Se11,700,0.356191139
Ag3.4Mo9Se11,750,0.408958785
Ag3.5Mo9Se11,350,0.082761843
Ag3.5Mo9Se11,400,0.107892812
Ag3.5Mo9Se11,450,0.141729495
Ag3.5Mo9Se11,500,0.183260028
Ag3.5Mo9Se11,550,0.22990521
Ag3.5Mo9Se11,600,0.278726573
Ag3.5Mo9Se11,650,0.327634458
Ag3.5Mo9Se11,700,0.376596091
Ag3.5Mo9Se11,750,0.428843658
Ag3.6Cu0.2Mo9Se11,400,0.099072455
Ag3.6Cu0.2Mo9Se11,450,0.134595703
Ag3.6Cu0.2Mo9Se11,500,0.181665631
Ag3.6Cu0.2Mo9Se11,550,0.237154636
Ag3.6Cu0.2Mo9Se11,600,0.294689195
Ag3.6Cu0.2Mo9Se11,650,0.348132534
Ag3.6Cu0.2Mo9Se11,700,0.3950673
Ag3.6Cu0.2Mo9Se11,750,0.440278235
Ag3.6Cu0.2Mo9Se11,800,0.499234841
Ag3.6Cu0.4Mo9Se11,350,0.079437234
Ag3.6Cu0.4Mo9Se11,400,0.116489922
Ag3.6Cu0.4Mo9Se11,450,0.15761029
Ag3.6Cu0.4Mo9Se11,500,0.20160181
Ag3.6Cu0.4Mo9Se11,550,0.248565806
Ag3.6Cu0.4Mo9Se11,600,0.299346417
Ag3.6Cu0.4Mo9Se11,650,0.354975568
Ag3.6Cu0.4Mo9Se11,700,0.416117928
Ag3.6Cu0.4Mo9Se11,750,0.482515877
Ag3.6Cu0.4Mo9Se11,800,0.552434472
Ag3.6Mo9Se11,400,0.08611811
Ag3.6Mo9Se11,450,0.118363107
Ag3.6Mo9Se11,500,0.154502481
Ag3.6Mo9Se11,550,0.192785074
Ag3.6Mo9Se11,600,0.23145838
Ag3.6Mo9Se11,650,0.26942938
Ag3.6Mo9Se11,700,0.306925374
Ag3.6Mo9Se11,750,0.346154815
Ag3.6Mo9Se11,800,0.391968146
Ag3.7Mo9Se11,350,0.08258236
Ag3.7Mo9Se11,400,0.115784396
Ag3.7Mo9Se11,450,0.158008768
Ag3.7Mo9Se11,500,0.204056905
Ag3.7Mo9Se11,550,0.250759516
Ag3.7Mo9Se11,600,0.296947158
Ag3.7Mo9Se11,650,0.343420808
Ag3.7Mo9Se11,700,0.392922438
Ag3.7Mo9Se11,750,0.450105581
Ag3.8Mo9Se11,350,0.127255848
Ag3.8Mo9Se11,400,0.175909434
Ag3.8Mo9Se11,450,0.230487176
Ag3.8Mo9Se11,500,0.289372197
Ag3.8Mo9Se11,550,0.350350258
Ag3.8Mo9Se11,600,0.41137712
Ag3.8Mo9Se11,650,0.471345902
Ag3.8Mo9Se11,700,0.530854437
Ag3.8Mo9Se11,750,0.592972637
Ag3.9Mo9Se11,350,0.125589816
Ag3.9Mo9Se11,400,0.173928732
Ag3.9Mo9Se11,450,0.22661657
Ag3.9Mo9Se11,500,0.281740825
Ag3.9Mo9Se11,550,0.337907571
Ag3.9Mo9Se11,600,0.394164404
Ag3.9Mo9Se11,650,0.449923383
Ag3.9Mo9Se11,700,0.504883976
Ag3.9Mo9Se11,750,0.558956001
Ag31.8Pb3.1Te65.1,400,0.236440832
Ag33.1Pb4.3Te62.6,350,0.361575401
Ag33.1Pb4.3Te62.6,400,0.418130309
Ag3In2Mo15Se19,250,0.047969482
Ag3In2Mo15Se19,300,0.064773818
Ag3In2Mo15Se19,350,0.082408579
Ag3In2Mo15Se19,400,0.100573995
Ag3In2Mo15Se19,450,0.119102353
Ag3In2Mo15Se19,500,0.137939486
Ag3In2Mo15Se19,550,0.157126265
Ag3In2Mo15Se19,600,0.176780087
Ag3In2Mo15Se19,650,0.197076363
Ag3In2Mo15Se19,700,0.21823001
Ag3In2Mo15Se19,750,0.240476937
Ag3In2Mo15Se19,800,0.264055537
Ag3In2Mo15Se19,850,0.289188174
Ag3In2Mo15Se19,900,0.316062676
Ag3In2Mo15Se19,950,0.344813818
Ag3In2Mo15Se19,1000,0.375504819
Ag3In2Mo15Se19,1050,0.408108823
Ag3In2Mo15Se19,1100,0.442490397
Ag3Tl2Mo15Se19,550,0.113876983
Ag3Tl2Mo15Se19,600,0.129198191
Ag6.52Sb6.52Ge34.96Te50Dy2,350,0.397151381
Ag6.52Sb6.52Ge34.96Te50Dy2,400,0.564109549
Ag6.52Sb6.52Ge34.96Te50Dy2,450,0.762029414
Ag6.52Sb6.52Ge34.96Te50Dy2,500,0.966711442
Ag6.52Sb6.52Ge34.96Te50Dy2,550,1.142020165
Ag6.52Sb6.52Ge34.96Te50Dy2,600,1.262894311
Ag6.52Sb6.52Ge34.96Te50Dy2,650,1.338356942
Ag6.52Sb6.52Ge34.96Te50Dy2,700,1.434525577
Ag6.52Sb6.52Ge36.96Te49Dy1,350,0.389053087
Ag6.52Sb6.52Ge36.96Te49Dy1,400,0.569065492
Ag6.52Sb6.52Ge36.96Te49Dy1,450,0.773303179
Ag6.52Sb6.52Ge36.96Te49Dy1,500,0.969545589
Ag6.52Sb6.52Ge36.96Te49Dy1,550,1.13232698
Ag6.52Sb6.52Ge36.96Te49Dy1,600,1.25046298
Ag6.52Sb6.52Ge36.96Te49Dy1,650,1.334577139
Ag6.52Sb6.52Ge36.96Te49Dy1,700,1.424627483
Ag6.52Sb6.52Ge36.96Te50,350,0.268050522
Ag6.52Sb6.52Ge36.96Te50,400,0.396528881
Ag6.52Sb6.52Ge36.96Te50,450,0.554746397
Ag6.52Sb6.52Ge36.96Te50,500,0.725674016
Ag6.52Sb6.52Ge36.96Te50,550,0.88600945
Ag6.52Sb6.52Ge36.96Te50,600,1.017470275
Ag8.92Tl0.94Te5.15,650,0.11270884
Ag8.94Tl0.87Te5.19,400,0.379586842
Ag8.94Tl0.87Te5.19,550,0.642195644
Ag8.94Tl0.87Te5.19,600,0.782794908
Ag8GeTe6,550,0.264413108
Ag8GeTe6,700,0.487539685
Ag8SiTe6,450,0.071402637
Ag8SiTe6,500,0.120405567
Ag8SiTe6,650,0.31386853
Ag8SiTe6,700,0.358514346
Ag8Sn0.95Ta0.05Se6,200,0.074039674
Ag8Sn0.95Ta0.05Se6,250,0.110048168
Ag8Sn0.95Ta0.05Se6,300,0.140165276
Ag8Sn0.95Ta0.05Se6,350,0.15092295
Ag8Sn0.965Ta0.0375Se6,300,0.219963045
Ag8Sn0.975Ta0.025Se6,200,0.139866877
Ag8Sn0.975Ta0.025Se6,250,0.21816116
Ag8Sn0.975Ta0.025Se6,300,0.25704881
Ag8Sn0.975Ta0.025Se6,350,0.423947185
Ag8Sn0.9875Ta0.0125Se6,200,0.042203078
Ag8Sn0.9875Ta0.0125Se6,250,0.067485727
Ag8Sn0.9875Ta0.0125Se6,300,0.091324144
Ag8SnSe6,200,0.040044123
Ag8SnSe6,350,0.527388705
Ag8SnSe6,400,0.410421236
Ag8SnSe6,450,0.423646997
Ag8SnSe6,500,0.420138257
Ag8SnSe6,550,0.488307036
Ag8SnSe6,600,0.577248775
Ag8SnSe6,750,0.799326466
Ag8Tl2Te5,450,0.075521229
Ag8Tl2Te5.1,450,0.095952556
Ag8Tl2Te5.1,500,0.21194648
Ag8Tl2Te5.2,400,0.023490961
Ag8Tl2Te5.2,500,0.234888073
Ag9.04Tl0.87Te5.09,400,0.222364252
Ag9.04Tl0.87Te5.09,550,0.515473581
Ag9.04Tl0.87Te5.09,600,0.626181808
Ag9.04Tl0.87Te5.09,650,0.794185192
Ag9Ga0.95Cd0.05Te6,350,0.195145295
Ag9Ga0.95Cd0.05Te6,400,0.255727233
Ag9Ga0.95Mg0.05Te6,350,0.095169659
Ag9Ga0.95Mg0.05Te6,400,0.16951118
Ag9Ga0.95Nb0.05Te6,350,0.12820042
Ag9Ga0.95Nb0.05Te6,400,0.191974643
Ag9Ga0.95Zn0.05Te6,350,0.16763661
Ag9Ga0.95Zn0.05Te6,400,0.222568895
Ag9TlTe5,350,0.144956627
Ag9TlTe5,400,0.211751487
Ag9TlTe5,450,0.303309853
Ag9TlTe5,500,0.403606733
Ag9TlTe5,550,0.498533151
Ag9TlTe5,600,0.610235656
Ag9TlTe5.0,550,0.045872853
Ag9TlTe5.0,650,0.111048709
Ag9TlTe5.05,350,0.144913185
Ag9TlTe5.05,400,0.219049799
Ag9TlTe5.05,450,0.297021557
Ag9TlTe5.05,500,0.401983567
Ag9TlTe5.05,550,0.513544485
Ag9TlTe5.05,600,0.628926021
Ag9TlTe5.05,650,0.811186771
Ag9TlTe5.1,400,0.374750284
Ag9TlTe5.1,450,0.469086397
Ag9TlTe5.1,550,0.64443727
Ag9TlTe5.1,600,0.792204487
Ag9TlTe5.2,400,0.33830132
Ag9TlTe5.2,500,0.615468836
Ag9TlTe5.2,550,0.72733969
Ag9TlTe5.2,600,0.762598317
Ag9TlTe5.3,400,0.266547681
Ag9TlTe5.3,500,0.563858909
Ag9TlTe5.3,550,0.706755216
Ag9TlTe5.3,600,0.762714423
Ag9TlTe5.5,400,0.213716002
Ag9TlTe5.5,450,0.397102234
Ag9TlTe5.5,500,0.600267273
Ag9TlTe5.5,550,0.761649995
Ag9TlTe5.5,600,0.800196648
AgBiSe2,350,0.208296018
AgBiSe2,400,0.310245384
AgBiSe2,500,0.350109125
AgBiSe2,550,0.333746565
AgBiSe2,600,0.355851131
AgBiSe2,650,0.42892521
AgBiSe2,700,0.490970085
AgPb10SbTe12,450,0.01808228
AgPb10SbTe12,500,0.030851185
AgPb10SbTe12,550,0.03775279
AgPb10SbTe12,600,0.048402629
AgPb10SbTe12,650,0.055310355
AgPb12SbTe14,350,0.154381003
AgPb12SbTe14,400,0.19639073
AgPb12SbTe14,450,0.224696739
AgPb12SbTe14,500,0.2517722
AgPb12SbTe14,550,0.27876645
AgPb12SbTe14,600,0.300868877
AgPb12SbTe14,650,0.312672797
AgPb12SbTe14,700,0.313539344
AgPb12SbTe14,750,0.312961347
AgPb16SbTe18,350,0.171458145
AgPb16SbTe18,400,0.198786542
AgPb16SbTe18,450,0.219001428
AgPb16SbTe18,500,0.238703264
AgPb16SbTe18,550,0.256814273
AgPb16SbTe18,600,0.268250896
AgPb16SbTe18,650,0.267596253
AgPb16SbTe18,700,0.252772599
AgPb16SbTe18,750,0.228713791
AgPb18Sb2Te20,350,0.318283079
AgPb18Sb2Te20,400,0.426884882
AgPb18Sb2Te20,450,0.540196963
AgPb18Sb2Te20,500,0.686042467
AgPb18Sb2Te20,550,0.837583994
AgPb18Sb2Te20,600,0.946752548
AgPb18Sb2Te20,650,0.977676492
AgPb18Sb2Te20,700,0.940110497
AgPb18SbTe20,350,0.306067857
AgPb18SbTe20,400,0.357623447
AgPb18SbTe20,450,0.29548293
AgPb18SbTe20,500,0.411563309
AgPb18SbTe20,550,0.435839251
AgPb18SbTe20,600,0.477610227
AgPb18SbTe20,650,0.518117355
AgPb18SbTe20,700,0.724377104
AgPb18SbTe20,750,0.820728844
AgPb20SbTe20,400,0.084710473
AgPb20SbTe20,500,0.404886197
AgPb20SbTe20,550,0.591282984
AgPb20SbTe20,600,0.817143614
AgPb20SbTe20,650,1.015070635
AgPb20SbTe20,700,1.25038735
AgPb20SbTe22,350,0.119137601
AgPb20SbTe22,400,0.146664297
AgPb20SbTe22,450,0.173356334
AgPb20SbTe22,500,0.194371686
AgPb20SbTe22,550,0.208149568
AgPb20SbTe22,600,0.215184126
AgPb20SbTe22,650,0.216798124
AgPb20SbTe22,700,0.213916635
AgPb20SbTe22,750,0.205840728
AgPb21SbTe20,350,0.158675939
AgPb21SbTe20,400,0.273522494
AgPb21SbTe20,450,0.372367475
AgPb21SbTe20,500,0.670955467
AgPb21SbTe20,550,0.633583272
AgPb21SbTe20,600,1.153043372
AgPb21SbTe20,650,0.895020588
AgPb22.5SbTe20,350,0.113453162
AgPb22.5SbTe20,400,0.190032924
AgPb22.5SbTe20,450,0.314416628
AgPb22.5SbTe20,500,0.435679131
AgPb22.5SbTe20,550,0.645366057
AgPb22.5SbTe20,600,0.717444224
AgPb22.5SbTe20,650,0.935899331
AgPb22SbTe24,350,0.109917595
